1,171,106
2,121,135
3,38,57
4,135,40
5,124,139
6,208,60
7,141,186
8,139,52
9,89,120
10,169,53
11,237,82
12,115,169
13,240,38
14,118,108
15,97,135
16,249,176
17,152,44
18,240,48
19,276,59
20,138,137
21,137,72
22,19,9
23,235,83
24,297,147
25,171,27
26,124,127
27,121,165
28,77,10
29,274,5
30,103,187
31,113,158
32,247,88
33,242,162
34,135,163
35,252,39
36,114,46
37,64,87
38,145,96
39,177,115
40,298,17
41,210,103
42,48,152
43,208,178
44,72,194
45,247,167
46,301,56
47,169,83
48,275,12
49,44,63
50,38,111
51,217,137
52,45,53
53,238,93
54,234,180
55,215,15
56,41,120
57,263,192
58,187,188
59,87,133
60,75,44
61,126,3
62,283,49
63,130,19
64,269,10
65,230,104
66,26,187
67,250,69
68,190,38
69,95,143
70,297,159
71,68,40
72,26,76
73,211,189
74,22,92
75,231,99
76,194,43
77,33,18
78,217,40
79,140,113
80,244,117
81,229,32
82,239,153
83,28,172
84,226,144
85,254,83
86,201,59
87,209,61
88,93,153
89,177,184
90,46,1
91,124,147
92,269,167
93,116,191
94,48,29
95,119,29
96,75,126
97,157,131
98,107,143
99,58,50
100,176,170
101,86,36
102,71,30
103,78,84
104,208,36
105,254,162
106,30,48
107,80,197
108,54,72
109,84,160
110,85,184
111,102,3
112,213,12
113,208,142
114,91,111
115,103,169
116,162,99
117,135,124
118,217,65
119,253,3
120,155,124
121,95,15
122,111,185
123,65,29
124,171,174
125,225,120
126,175,36
127,25,16
128,268,131
129,273,112
130,115,85
131,112,103
132,166,125
133,112,159
134,100,25
135,140,54
136,92,190
137,266,70
138,151,115
139,152,181
140,188,132
141,9,128
142,210,128
143,171,97
144,201,41
145,264,146
146,75,125
147,101,31
148,26,150
149,245,43
150,46,101
151,189,7
152,199,19
153,144,123
154,265,15
155,19,88
156,114,48
157,176,99
158,82,177
159,68,142
160,123,72
161,211,118
162,285,1
163,5,102
164,36,184
165,258,8
166,51,111
167,104,127
168,114,81
169,187,96
170,68,97
171,131,178
172,184,60
173,207,19
174,182,71
175,160,102
176,269,110
177,195,29
178,276,5
179,300,77
180,111,194
181,164,189
182,13,195
183,85,75
184,253,104
185,13,90
186,214,23
187,301,70
188,102,57
189,99,29
190,209,111
191,128,142
192,125,196
193,81,123
194,122,194
195,29,198
196,100,120
197,207,57
198,116,50
199,70,200
200,296,98
201,278,76
202,135,16
203,210,176
204,238,172
205,156,196
206,80,101
207,16,74
208,278,152
209,206,67
210,242,151
211,179,59
212,18,127
213,31,83
214,217,26
215,72,174
216,126,152
217,221,41
218,13,24
219,67,32
220,148,157
221,254,16
222,94,53
223,163,34
224,192,91
225,29,37
226,49,106
227,105,53
228,16,25
229,267,132
230,74,32
231,19,58
232,200,71
233,171,148
234,215,138
235,36,78
236,171,125
237,86,76
238,272,121
239,29,123
240,155,140
241,282,81
242,9,115
243,135,70
244,1,192
245,156,79
246,99,9
247,245,49
248,79,162
249,47,105
250,3,80
251,127,146
252,51,190
253,102,5
254,62,160
255,258,153
256,194,132
257,65,104
258,135,162
259,162,30
260,156,112
261,39,72
262,217,30
263,192,8
264,116,57
265,218,25
266,278,90
267,205,62
268,82,116
269,99,40
270,269,98
271,222,168
272,154,56
273,78,130
274,107,153
275,146,90
276,208,41
277,120,163
278,32,22
279,172,121
280,243,121
281,22,175
282,300,177
283,210,143
284,36,73
285,93,111
286,132,197
287,297,164
288,71,164
289,197,29
290,239,195
291,235,168
292,276,182
293,103,33
294,129,24
295,81,181
296,67,148
297,48,139
298,273,28
299,65,133
300,277,191
301,172,170
302,241,14
303,144,75
304,71,24
305,198,157
306,112,37
307,162,75
308,152,146
309,277,143
310,32,71
311,176,7
312,241,187
313,114,22
314,165,93
315,79,135
316,155,162
317,49,83
318,48,144
319,267,20
320,35,52
321,180,54
322,20,115
323,174,188
324,250,175
325,159,2
326,240,13
327,87,77
328,167,49
329,99,114
330,250,191
331,277,27
332,266,136
333,184,10
334,90,43
335,276,41
336,14,61
337,49,65
338,226,197
339,68,154
340,64,54
341,60,169
342,201,146
343,271,33
344,126,126
345,132,130
346,144,45
347,212,158
348,176,149
349,22,40
350,128,174
351,289,17
352,276,175
353,83,172
354,188,74
355,132,176
356,213,168
357,7,11
358,102,152
359,202,62
360,108,90
361,120,59
362,223,37
363,115,60
364,118,48
365,134,50
366,76,110
367,63,152
368,164,84
369,111,108
370,134,110
371,44,16
372,39,157
373,65,41
374,187,88
375,103,130
376,162,131
377,231,69
378,245,138
379,164,12
380,99,52
381,112,61
382,168,39
383,2,7
384,138,157
385,113,166
386,113,185
387,159,64
388,58,136
389,214,143
390,159,115
391,122,136
392,82,43
393,216,178
394,27,79
395,195,56
396,91,62
397,213,99
398,34,170
399,10,90
400,132,138
401,290,108
402,180,133
403,18,87
404,225,158
405,173,98
406,128,192
407,177,182
408,145,11
409,202,115
410,119,88
411,220,197
412,284,163
413,41,51
414,216,71
415,53,136
416,3,5
417,205,150
418,267,3
419,196,80
420,80,44
421,234,99
422,232,136
423,34,60
424,32,47
425,7,88
426,201,130
427,216,136
428,66,88
429,79,152
430,210,121
431,135,87
432,60,104
433,95,29
434,234,108
435,208,35
436,84,15
437,201,195
438,180,95
439,137,118
440,31,168
441,138,3
442,263,14
443,37,162
444,261,102
445,257,120
446,110,52
447,184,200
448,296,74
449,52,155
450,64,45
451,226,171
452,251,37
453,145,158
454,229,93
455,132,132
456,62,15
457,177,31
458,219,44
459,37,158
460,88,15
461,301,138
462,289,41
463,168,181
464,2,89
465,43,24
466,247,192
467,130,13
468,43,144
469,38,153
470,53,136
471,193,12
472,286,1
473,124,190
474,240,122
475,103,168
476,100,1
477,245,169
478,95,124
479,172,162
480,247,200
481,131,180
482,231,138
483,272,34
484,127,76
485,266,186
486,124,147
487,79,135
488,26,74
489,187,196
490,71,151
491,192,92
492,175,98
493,229,19
494,9,122
495,209,39
496,116,191
497,273,163
498,218,5
499,276,94
500,269,52
501,125,49
502,109,150
503,44,71
504,171,96
505,111,69
506,186,171
507,105,130
508,62,12
509,169,129
510,205,81
511,117,149
512,264,177
513,115,53
514,59,82
515,165,98
516,239,137
517,298,179
518,282,191
519,186,46
520,250,29
521,246,21
522,115,44
523,290,193
524,253,140
525,86,168
526,269,130
527,174,14
528,245,158
529,267,24
530,19,94
531,137,185
532,71,38
533,13,193
534,40,159
535,199,70
536,267,111
537,144,19
538,105,150
539,189,18
540,68,159
541,265,121
542,110,122
543,124,92
544,126,84
545,120,176
546,10,97
547,263,8
548,291,118
549,61,17
550,77,34
551,79,106
552,279,15
553,49,33
554,174,162
555,178,21
556,279,3
557,29,97
558,1,175
559,212,62
560,268,52
561,88,131
562,119,47
563,43,16
564,14,79
565,66,101
566,270,4
567,174,2
568,40,127
569,75,36
570,84,180
571,183,199
572,103,153
573,55,122
574,296,22
575,104,63
576,2,10
577,27,137
578,255,134
579,184,158
580,95,84
581,220,82
582,166,157
583,159,57
584,253,132
585,34,135
586,287,10
587,240,25
588,115,103
589,193,160
590,255,172
591,12,83
592,210,170
593,113,131
594,114,166
595,114,113
596,237,92
597,270,128
598,67,31
599,283,186
600,84,97
601,10,193
602,41,63
603,241,112
604,211,86
605,138,19
606,117,111
607,97,49
608,210,164
609,168,165
610,30,87
611,109,185
612,228,197
613,240,34
614,202,161
615,178,97
616,285,99
617,48,40
618,12,9
619,170,117
620,267,57
621,99,92
622,202,53
623,132,175
624,138,199
625,165,75
626,221,22
627,193,186
628,13,71
629,295,167
630,240,54
631,118,17
632,103,74
633,88,152
634,283,118
635,197,139
636,89,160
637,200,114
638,53,77
639,43,47
640,184,63
641,68,124
642,266,126
643,120,22
644,205,106
645,188,120
646,277,175
647,150,75
648,137,151
649,23,169
650,214,107
651,148,134
652,166,3
653,146,140
654,270,189
655,8,66
656,201,29
657,84,98
658,234,43
659,287,122
660,253,69
661,222,133
662,137,16
663,169,69
664,257,10
665,170,182
666,127,21
667,122,64
668,174,173
669,90,53
670,31,18
671,248,68
672,188,8
673,288,113
674,300,107
675,128,183
676,235,160
677,7,13
678,221,180
679,179,141
680,201,164
681,15,158
682,214,88
683,192,124
684,229,89
685,209,60
686,278,148
687,68,36
688,68,184
689,105,147
690,67,71
691,90,25
692,35,110
693,171,154
694,158,187
695,33,70
696,21,11
697,55,86
698,35,182
699,197,40
700,247,55
701,155,138
702,10,131
703,28,165
704,225,135
705,290,158
706,256,183
707,298,135
708,116,125
709,191,177
710,215,146
711,288,76
712,223,159
713,26,87
714,235,74
715,289,127
716,55,129
717,210,61
718,226,38
719,49,14
720,34,82
721,50,28
722,267,151
723,232,105
724,149,98
725,207,140
726,242,62
727,87,24
728,237,105
729,122,91
730,75,44
731,42,43
732,20,199
733,190,30
734,173,64
735,180,91
736,208,127
737,222,200
738,114,139
739,94,50
740,58,135
741,58,30
742,161,34
743,102,149
744,196,109
745,217,96
746,239,119
747,234,9
748,110,14
749,53,169
750,249,51
751,272,164
752,1,59
753,118,64
754,209,10
755,73,83
756,66,48
757,273,188
758,61,95
759,256,152
760,56,102
761,169,129
762,145,1
763,78,105
764,131,130
765,230,21
766,210,114
767,50,136
768,127,110
769,110,180
770,3,2
771,93,115
772,265,49
773,247,18
774,77,111
775,227,48
776,97,188
777,276,139
778,234,85
779,193,4
780,94,86
781,58,10
782,119,133
783,298,106
784,96,10
785,234,154
786,27,200
787,178,45
788,108,130
789,60,22
790,285,48
791,256,158
792,33,171
793,3,149
794,65,152
795,113,60
796,186,79
797,237,117
798,72,53
799,281,188
800,29,33
801,150,134
802,13,172
803,219,17
804,190,180
805,24,186
806,285,194
807,143,64
808,41,77
809,85,163
810,283,90
811,130,73
812,65,96
813,268,69
814,9,102
815,225,2
816,9,38
817,257,144
818,253,89
819,189,161
820,252,52
821,55,84
822,22,123
823,92,21
824,293,166
825,301,163
826,52,141
827,25,53
828,195,57
829,296,63
830,112,196
831,264,142
832,188,108
833,129,96
834,299,114
835,299,120
836,250,157
837,149,198
838,157,37
839,289,56
840,139,102
841,201,36
842,153,73
843,161,49
844,143,83
845,166,26
846,190,139
847,292,130
848,92,68
849,127,173
850,109,113
851,232,75
852,133,47
853,66,157
854,102,135
855,261,78
856,197,75
857,300,108
858,143,27
859,129,134
860,154,67
861,243,92
862,41,21
863,279,128
864,262,23
865,200,124
866,97,73
867,216,125
868,96,199
869,283,57
870,61,98
871,226,26
872,112,196
873,101,70
874,120,166
875,87,168
876,208,125
877,216,91
878,269,6
879,189,75
880,129,53
881,227,73
882,265,181
883,68,188
884,92,144
885,166,153
886,141,7
887,9,76
888,258,6
889,175,52
890,24,56
891,28,125
892,111,110
893,18,120
894,13,152
895,240,50
896,151,121
897,240,123
898,156,33
899,211,142
900,177,64
901,6,55
902,252,98
903,196,36
904,33,94
905,161,146
906,221,188
907,17,152
908,186,22
909,87,57
910,43,154
911,161,138
912,22,143
913,132,66
914,44,86
915,120,132
916,106,83
917,296,174
918,154,97
919,289,85
920,236,50
921,293,80
922,124,116
923,267,61
924,243,150
925,16,103
926,297,133
927,233,194
928,277,75
929,106,199
930,105,11
931,80,84
932,55,13
933,108,124
934,262,17
935,88,8
936,43,145
937,237,104
938,129,68
939,129,58
940,203,89
941,171,142
942,191,9
943,35,23
944,60,109
945,22,191
946,203,147
947,228,113
948,294,23
949,34,91
950,228,89
951,61,179
952,254,93
953,184,171
954,66,162
955,271,19
956,209,145
957,96,65
958,141,36
959,160,61
960,111,107
961,301,151
962,126,187
963,181,21
964,248,107
965,296,75
966,64,90
967,200,93
968,135,26
969,122,132
970,212,89
971,15,28
972,169,178
973,87,188
974,198,182
975,183,175
976,171,80
977,99,132
978,26,15
979,73,23
980,197,24
981,138,57
982,291,100
983,287,28
984,34,44
985,300,105
986,68,133
987,131,125
988,22,8
989,25,88
990,117,44
991,272,140
992,45,136
993,197,27
994,233,55
995,223,30
996,80,76
997,225,13
998,284,160
999,130,154
